Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
KEGG_2021_Human,PPAR signaling pathway,4/74,0.00017204227613825277,0.0165160585092722,0,0,15.979879275653923,138.5099233003173,ACADL;MMP1;AQP7;HMGCS2
